#REF, https://ui.adsabs.harvard.edu/abs/2021AJ....162...47B/abstract
#AUTHOR, Bouwens+
#YEAR, 2021
#REDSHIFT, 2
#COLUMN1, M_UV [mag]
#COLUMN2, Phi [mag^-1 Mpc^-3]
#COLUMN3, -sigma
#COLUMN4, +sigma
#NOTE, derived from the Hubble Space Telescope ( Essentially all of the noncluster extragalactic legacy fields are utilized, including the Hubble Ultra Deep Field, the Hubble Frontier Fields parallel fields, and all five CANDELS fields, for a total survey area of 1136 arcmin2), Chabrier IMF, (h, Omega_m, Omega_l) = (0.7, 0.3, 0.7)
#IMF, Chabrier
-21.86 , 0.000003 , 0.000008 ,  0.000008  
-21.11 , 0.000270 , 0.000089 ,  0.000089  
-20.61 , 0.000661 , 0.000154 ,  0.000154  
-20.11 , 0.001797 , 0.000231 ,  0.000231   
-19.61 , 0.003031 , 0.000301 ,  0.000301  
-19.11 , 0.004661 , 0.000353 ,  0.000353  
-18.61 , 0.005855 , 0.000437 ,  0.000437  
-18.11 , 0.007765 , 0.000617 ,  0.000617  
-17.61 , 0.011541 , 0.000835 ,  0.000835  
-17.11 , 0.010795 , 0.002006 ,  0.002006  
-16.61 , 0.015992 , 0.003437 ,  0.003437  
